"journal_name","issn","e_issn","category","edition","total_citations","impact_factor_2025","jif_quartile","jci_2025","percent_citable_oa"
"NEUROLOGY INDIA","0028-3886","1998-4022","NEUROSCIENCES","('SCIE',)","3,586","0.8","Q4","0.17","99.45"
"POWDER METALLURGY AND METAL CERAMICS","1068-1302","1573-9066","('MATERIALS SCIENCE, CERAMICS', 'METALLURGY & METALLURGICAL ENGINEERING')","('SCIE', 'SCIE')","1,157","0.8","('Q4', 'Q4')","0.17","0.00"
"Research Reports in Clinical Cardiology","1179-8475","1179-8475","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","95","0.8","Q4","0.17","100.00"
"Revista Mexicana de Biodiversidad","1870-3453","2007-8706","BIODIVERSITY CONSERVATION","('SCIE',)","1,894","0.8","Q4","0.17","98.48"
"Revista Virtual Universidad Catolica del Norte","0124-5821","2389-7333","SOCIAL SCIENCES, INTERDISCIPLINARY","('ESCI',)","233","0.8","Q3","0.17","97.98"
"Russian Physics Journal","1064-8887","1573-9228","PHYSICS, MULTIDISCIPLINARY","('SCIE',)","1,684","0.8","Q4","0.17","0.00"
"Scientia Medica","1806-5562","1980-6108","MEDICINE, GENERAL & INTERNAL","('ESCI',)","165","0.8","Q3","0.17","100.00"
"tm-Technisches Messen","0171-8096","2196-7113","INSTRUMENTS & INSTRUMENTATION","('SCIE',)","548","0.8","Q4","0.17","16.81"
"ACTA MEDICA OKAYAMA","0386-300X","0386-300X","MEDICINE, RESEARCH & EXPERIMENTAL","('SCIE',)","961","0.8","Q4","0.16","0.00"
"ARCHIVES OF METALLURGY AND MATERIALS","1733-3490","2300-1909","METALLURGY & METALLURGICAL ENGINEERING","('SCIE',)","2,184","0.8","Q4","0.16","98.64"
"ASTRONOMY REPORTS","1063-7729","1562-6881","ASTRONOMY & ASTROPHYSICS","('SCIE',)","2,035","0.8","Q4","0.16","7.55"
"BIOMEDICAL PAPERS-OLOMOUC","1213-8118","1804-7521","MEDICINE, RESEARCH & EXPERIMENTAL","('SCIE',)","1,310","0.8","Q4","0.16","100.00"
"Clinical Diabetology","2450-8187","2450-8187","ENDOCRINOLOGY & METABOLISM","('ESCI',)","257","0.8","Q4","0.16","91.07"
"Communications in Information and Systems","1526-7555","2163-4548","COMPUTER SCIENCE, INFORMATION SYSTEMS","('ESCI',)","376","0.8","Q4","0.16","0.00"
"Environmental Engineering and Management Journal","1582-9596","1843-3707","ENVIRONMENTAL SCIENCES","('SCIE',)","2,124","0.8","Q4","0.16","98.69"
"INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING","1053-5381","1053-5381","('ENGINEERING, CIVIL', 'ENGINEERING, MECHANICAL', 'ENGINEERING, OCEAN')","('SCIE', 'SCIE', 'SCIE')","889","0.8","('Q4', 'Q4', 'Q4')","0.16","0.00"
"Journal of Rural and Community Development","1712-8277","1712-8277","DEVELOPMENT STUDIES","('ESCI',)","405","0.8","Q4","0.16","10.53"
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","0030-9982","0030-9982","('MEDICINE, GENERAL & INTERNAL', 'MEDICINE, RESEARCH & EXPERIMENTAL')","('SCIE', 'SCIE')","5,183","0.8","('Q3', 'Q4')","0.16","96.81"
"Kvasny Prumysl","","2570-8619","FOOD SCIENCE & TECHNOLOGY","('ESCI',)","145","0.8","Q4","0.16","100.00"
"PHYSICS TEACHER","0031-921X","1943-4928","('EDUCATION, SCIENTIFIC DISCIPLINES', 'PHYSICS, MULTIDISCIPLINARY')","('SCIE', 'SCIE')","1,578","0.8","('Q3', 'Q4')","0.16","8.75"
"Radiophysics and Quantum Electronics","0033-8443","1573-9120","('ENGINEERING, ELECTRICAL & ELECTRONIC', 'PHYSICS, APPLIED', 'PHYSICS, FLUIDS & PLASMAS')","('SCIE', 'SCIE', 'SCIE')","930","0.8","('Q4', 'Q4', 'Q4')","0.16","0.00"
"SICE Journal of Control Measurement and System Integration","1882-4889","1884-9970","('AUTOMATION & CONTROL SYSTEMS', 'ENGINEERING, ELECTRICAL & ELECTRONIC')","('ESCI', 'ESCI')","253","0.8","('Q4', 'Q4')","0.16","100.00"
"TELOPEA","0312-9764","2200-4025","PLANT SCIENCES","('SCIE',)","296","0.8","Q4","0.16","48.39"
"Acta Endocrinologica-Bucharest","1841-0987","1843-066X","ENDOCRINOLOGY & METABOLISM","('SCIE',)","817","0.8","Q4","0.15","0.00"
"AME Medical Journal","","2520-0518","MEDICINE, GENERAL & INTERNAL","('ESCI',)","293","0.8","Q3","0.15","100.00"
"ATA Journal of Legal Tax Research","1543-866X","1543-866X","BUSINESS, FINANCE","('ESCI',)","17","0.8","Q4","0.15","0.00"
"CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS","0009-3092","1573-8310","('ENERGY & FUELS', 'ENGINEERING, CHEMICAL', 'ENGINEERING, PETROLEUM')","('SCIE', 'SCIE', 'SCIE')","909","0.8","('Q4', 'Q4', 'Q3')","0.15","0.00"
"ECOLOGY LAW QUARTERLY","0046-1121","0046-1121","('ENVIRONMENTAL STUDIES', 'LAW')","('SSCI', 'SSCI')","357","0.8","('Q4', 'Q2')","0.15","0.00"
"Educatio Siglo XXI","1699-2105","1989-466X","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","293","0.8","Q3","0.15","100.00"
"FLUORIDE","0015-4725","2253-4083","('PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH', 'TOXICOLOGY')","('SCIE', 'SCIE')","629","0.8","('Q4', 'Q4')","0.15","0.00"
"INSIGHT","1354-2575","1754-4904","('INSTRUMENTS & INSTRUMENTATION', 'MATERIALS SCIENCE, CHARACTERIZATION & TESTING')","('SCIE', 'SCIE')","1,233","0.8","('Q4', 'Q4')","0.15","0.00"
"Jordan Journal of Electrical Engineering","2409-9600","2409-9619","('COMPUTER SCIENCE, INFORMATION SYSTEMS', 'ENGINEERING, ELECTRICAL & ELECTRONIC')","('ESCI', 'ESCI')","107","0.8","('Q4', 'Q4')","0.15","8.94"
"Journal of Medical Devices-Transactions of the ASME","1932-6181","1932-619X","ENGINEERING, BIOMEDICAL","('SCIE',)","779","0.8","Q4","0.15","4.11"
"Mechanika","1392-1207","2029-6983","MECHANICS","('SCIE',)","588","0.8","Q4","0.15","98.28"
"Multiagent and Grid Systems","1574-1702","1875-9076","COMPUTER SCIENCE, THEORY & METHODS","('ESCI',)","115","0.8","Q4","0.15","2.17"
